product_barcode,product_label,product_size,brand_name,manufacturer_country,manufacturer_name,scan_country,data_url,bottle_weight,bottle_count
0000000000000,Purified drinking water,500ml,Rehaan ice,KE,Al Hatim Traders,KE,https://wastebase.org/#/o/f434a282-c578-461d-b773-307feb39c462,,11
0000000000086,Original,500ml,Coca-Cola,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
0021468375004,Chocolate Drink,250 g,Nestlé,CH,Nestlé S.A.,ZA,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,1
0025833820458,Óleo de soja refinado,5.0 L,San drop,MZ,Gein Group,MZ,https://wastebase.org/#/o/45c04382-9034-4d6b-abbb-92daff751d13,,3
0025833821028,Óleo de soja refinado,2.0 L,San drop,MZ,Gein Group,MZ,https://wastebase.org/#/o/45c04382-9034-4d6b-abbb-92daff751d13,,67
0025833821059,Óleo de girassol refinado,5.0 L,San drop,MZ,Gein Group,MZ,https://wastebase.org/#/o/45c04382-9034-4d6b-abbb-92daff751d13,,53
00415668,Extra Virgin Olive Oil,1.0 L,Sainsbury's,GB,J Sainsbury plc,GB,https://wastebase.org/#/o/5f838907-d73e-4fb2-b6f9-952d19ce1105,,1
0055577420263,Fruit Punch,591 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
0055577420515,Blue Cool Carbonated Sports Drink,591 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,4
0055577420515,Blue Cool Carbonated Sports Drink,591 ml,Gatorade,US,"Pepsico, Inc",RW,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,4
0055577420751,Gatorade,591ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,2
0055577420935,G2 Fruit Punch Half the Sugar,591 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
0055577420942,G2 Half The Sugar Grape,591 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
0055577421017,Lemon Lime,710 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
0055577421024,G Cool Blue,710 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,2
0056920012012,Yop,266ml,Yoplait,US,"General Mills, Inc",CA,https://wastebase.org/#/o/a50bb239-3db4-4bbc-a42a-5107dcf79f54,,2
0056920012272,Vanilla Yop,200 ml,Yoplait,US,"General Mills, Inc",CA,https://wastebase.org/#/o/a50bb239-3db4-4bbc-a42a-5107dcf79f54,,1
0057271160025,Frost Carbonated Sports Drink,591 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,2
0057271164108,G Zero,591 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
0060383048051,Diet Cola,2.0 L,President's Choice,CA,Loblaw Companies Ltd,CA,https://wastebase.org/#/o/ad2567fb-874b-4658-b9cf-5c2394618222,,1
0060383048365,Strawberry Lemonade,1.54 L,President's Choice,CA,Loblaw Companies Ltd,CA,https://wastebase.org/#/o/ad2567fb-874b-4658-b9cf-5c2394618222,,1
0060383653293,Natural Spring Water,500 ml,President's Choice,CA,Loblaw Companies Ltd,CA,https://wastebase.org/#/o/ad2567fb-874b-4658-b9cf-5c2394618222,,5
0063124005443,1% Chocolate Milk,500 ml,Scotsburn,MZ,Saputo Inc,CA,https://wastebase.org/#/o/2899d6fa-8426-4c6a-b081-a62a4382cc1d,,4
00643764,Still Mountain Water from Scotland,500 ml,M&S Food,GB,Marks and Spencer plc,GB,https://wastebase.org/#/o/8e95169e-b45a-4c9c-b37f-fdde51861730,,1
00643764,Still Mountain Water from Scotland,500 ml,M&S Food,GB,Marks and Spencer plc,RW,https://wastebase.org/#/o/8e95169e-b45a-4c9c-b37f-fdde51861730,,1
0064480006013,Spring Water,500 ml,big8,CA,Empire Company Limited,CA,https://wastebase.org/#/o/5fcf39bd-870f-4cee-bc8f-16e2c93077c0,,10
0065400000968,Lemon Lime,710 ml,7UP,US,Keurig Dr Pepper Inc.,CA,https://wastebase.org/#/o/08d08755-55fa-4b19-aed1-dfe64a79e8f1,,1
0065400001019,7UP,591ml,7UP,US,Keurig Dr Pepper Inc.,CA,https://wastebase.org/#/o/08d08755-55fa-4b19-aed1-dfe64a79e8f1,,2
0065400005239,7up Zero,710 ml,7UP,US,Keurig Dr Pepper Inc.,CA,https://wastebase.org/#/o/08d08755-55fa-4b19-aed1-dfe64a79e8f1,,1
0067000104022,Original Taste,710 ml,Coca-Cola,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,6
0067311020110,Orange,300 ml,Oasis,AE,Oasis Pure Water,CA,https://wastebase.org/#/o/e0a7b1cf-1330-49f7-aa06-f675c55d3ab7,,1
0068274000218,Drinking Water,500 ml,Pure Life,CH,Nestlé S.A.,CA,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,2
0069000009840,Pepsi,710 ml,Pepsi,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
0069000014257,Diet Pepsi,355 ml,Pepsi,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,3
0069000061008,Pure Water Perfect Taste,500 ml,Aquafina,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,2
0069000061015,Pure Water Perfect Taste,591 ml,Aquafina,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,3
0076280045314,Calcium and Magnesium,1.600ml,Solaray Dietary supplement,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
008080150059,Fiery Pink Pepper Body Lotion,300 ml,Molton Brown,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
0082000795254,Vodka,750 ml,Smirnoff,GB,Diageo Plc,CA,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,1
0088544016794,Southern Comfort,200 ml,Southern Comfort,US,"Sazerac Company, Inc.",CA,https://wastebase.org/#/o/12d1b14a-1408-4be1-80bf-18ac56f537a6,,3
0096619228539,Sparkling Black Raspberry,503 ml,Kirkland Signature,US,Costco Wholesale Corporation,CA,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,1
0096619321841,Natural Spring Water,500 ml,Kirkland Signature,US,Costco Wholesale Corporation,CA,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,6
0096619381784,Spring Water,500 ml,Kirkland Signature,US,Costco Wholesale Corporation,GB,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,1
0096619482016,Spring Water,500 ml,Kirkland Signature,US,Costco Wholesale Corporation,GB,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,3
0096619676859,Sport Fruit Punch,591 ml,Kirkland Signature,US,Costco Wholesale Corporation,CA,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,1
01125382,Scottish Fresh Semi-Skimmed Milk,2.272 L,Sainsbury's,GB,J Sainsbury plc,GB,https://wastebase.org/#/o/5f838907-d73e-4fb2-b6f9-952d19ce1105,,1
0126910002016,Eau de Source,1.5 L,Aden,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,48
017273504517,Mayonnaise,887 ml,American Garden,US,Global Export Marketing Co. Ltd.,RW,https://wastebase.org/#/o/7c77eeb9-6b2e-4554-a985-1596ef7cf811,,104
0180854000101,RedBull Original,250 ml,Red Bull,AT,Red Bull GmbH,CA,https://wastebase.org/#/o/bc9cc996-9c5b-455d-b385-4cb7d6461f93,,1
0180854000309,SugarFree,250 ml,Red Bull,AT,Red Bull GmbH,CA,https://wastebase.org/#/o/bc9cc996-9c5b-455d-b385-4cb7d6461f93,,1
0284613110015,Hill Water,1.0 L,Hill Water,TZ,Hill Group,TZ,https://wastebase.org/#/o/bd4f2b11-425f-4423-a549-89741c8c5318,,7
0412008130274,Sparletta,1.0 L,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,350
0454023260000,Agua mineral natural,8.0 L,Monssalus,ES,"AGUA MINERAL CRISTALINA, S.L.",GB,https://wastebase.org/#/o/655a09ab-4437-4d4e-bf31-033aadbeea45,,1
050428451823,italian seasoning,21g,gold emblem,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
057271425162,Gatorade Frost,710 ml,Gatorade,US,"Pepsico, Inc",CA,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
0606110288088,HAVANA COLA,350ml,ACACIA FOOD BEVERAGES LTD,ZM,Acacia Food and Beverages Ltd,ZM,https://wastebase.org/#/o/de81ec8b-41a9-493a-9345-ca1cc44a0e80,,2
0606110288095,Tango Orange Soft Drink,350 ml,Flamingo,ZM,Acacia Food and Beverages Ltd,ZM,https://wastebase.org/#/o/de81ec8b-41a9-493a-9345-ca1cc44a0e80,,9
0606110701099,Água Purificada,500 ml,Recheio,MZ,COGEF Group,MZ,https://wastebase.org/#/o/179c246a-f0ee-4574-8b7c-e75ea7f6796a,,87
0606110701105,Água purificada,1.5 L,Recheio,MZ,COGEF Group,MZ,https://wastebase.org/#/o/179c246a-f0ee-4574-8b7c-e75ea7f6796a,,3
0606110701112,Água purificada,200,Recheio,MZ,COGEF Group,MZ,https://wastebase.org/#/o/179c246a-f0ee-4574-8b7c-e75ea7f6796a,,1
0610696090768,Vimto Gasificado,350 ml,Vimto,GB,Nichols plc,MZ,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,22
0611355387281,Chibwantu,750ml,Big Bottle General Dealers,UK,UNKNOWN_ORG,ZM,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,7
0617669180563,Vanilla,150ml,Ngambi Fresh,KE,Farming Solutions Ltd,KE,https://wastebase.org/#/o/56800464-b4d1-41d4-9630-c71c979864f6,,1
0617669180570,Vanilla,100ml,Ngambi Fresh,KE,Farming Solutions Ltd,KE,https://wastebase.org/#/o/56800464-b4d1-41d4-9630-c71c979864f6,,1
0621033967506,Água Purificada,500 ml,Crystalina,MZ,"SK Industries, Lda",MZ,https://wastebase.org/#/o/9e459dd2-e6f5-4f5c-a59a-4b5e7f11d350,,73
06221010,Canada Dry Gingerale,710 ml,Canada Dry,US,Keurig Dr Pepper Inc.,CA,https://wastebase.org/#/o/08d08755-55fa-4b19-aed1-dfe64a79e8f1,,3
0629071000322,The Peach Edition,355 ml,Red Bull,AT,Red Bull GmbH,CA,https://wastebase.org/#/o/bc9cc996-9c5b-455d-b385-4cb7d6461f93,,1
064480003029,Big8,355ml,big8,CA,Empire Company Limited,CA,https://wastebase.org/#/o/5fcf39bd-870f-4cee-bc8f-16e2c93077c0,,4
0647946942928,Classic Sumo de Limão,2.0 L,Royal,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,14
06746209,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
06746306,Coca-cola Zero Sugar,500 ml,Coca-Cola,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
06746403,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
06748605,PowerAde Fruit Punch,710 ml,Powerade,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
068274000218,Drinking Water,500 ml,Pure Life,CH,Nestlé S.A.,CA,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,2
06827465,Still Spring Water,500 ml,Pure Life,CH,Nestlé S.A.,GB,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,1
0700083060006,Energy drink,350,Boost,GB,Boost Drinks LTD,MZ,https://wastebase.org/#/o/39cf108a-33c8-47c2-8180-96ff828a5b17,,1
0701698525010,Agua Mineral,500ml,Matisana,MZ,Matisana Lda,MZ,https://wastebase.org/#/o/1618770c-6516-4b16-af98-4928dd725cf5,,256
0701698525027,Agua Mineral,1.5 L,Matisana,MZ,Matisana Lda,MZ,https://wastebase.org/#/o/1618770c-6516-4b16-af98-4928dd725cf5,,109
0701698525034,Água mineral,5.0 L,Matisana,MZ,Matisana Lda,MZ,https://wastebase.org/#/o/1618770c-6516-4b16-af98-4928dd725cf5,,15
0705632476345,High Quality Natural Water,500 ml,Spa,MW,Lilongwe Beverages Ltd,MW,https://wastebase.org/#/o/349e692e-a7a4-49b7-a20c-a7fa76a8d723,,45
0708002401619,Grapefruit & Orange Shampoo,400ml,Faith in Nature,GB,Faith in Nature Ltd,GB,https://wastebase.org/#/o/999b86da-80f8-4f1e-9113-1c7f67c236db,,1
0708002407727,Wild Rose Conditioner,400ml,Faith in Nature,GB,Faith in Nature Ltd,GB,https://wastebase.org/#/o/999b86da-80f8-4f1e-9113-1c7f67c236db,,1
0735850727455,Agua da Nascente,500 ml,Monte Gurue,IN,Asian Tea Group (Asian Tea Company Pvt Ltd),MZ,https://wastebase.org/#/o/63d6a425-df22-45c8-a816-60a0ecbe5779,,204
0735850727455,Agua da Nascente,500 ml,Monte Gurue,IN,Asian Tea Group (Asian Tea Company Pvt Ltd),ZA,https://wastebase.org/#/o/63d6a425-df22-45c8-a816-60a0ecbe5779,,1
0735850727462,Água nascente da montanha,1.5 L,Monte Gurue,IN,Asian Tea Group (Asian Tea Company Pvt Ltd),MZ,https://wastebase.org/#/o/63d6a425-df22-45c8-a816-60a0ecbe5779,,47
0745110904571,Magn maji,500ml,drinking water,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,4
0745125053370,Joy cool waters,500ml,drinking water,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,24
0745760402601,Purified Drinking Water,500ml,Aber Drips,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,25
0776103000239,No21 Vodka,200 ml,Smirnoff,GB,Diageo Plc,CA,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,4
0781159624544,Água purificada,6.5L,Vitale,FR,Groupe Castel,MZ,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,201
0781718086073,natural pure water,1.5 l,Pure Water,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
0781718548236,Água da Bela Vista,500 ml,Água da Bela Vista,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
0781718777377,Kargasok Safi,300ml,Appolo Wine Limited,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
0781718777377,Kargasok Safi,300ml,Appolo Wine Limited,UK,UNKNOWN_ORG,ZM,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
0786162650115,XXX Acai Berry,591 ml,Glaçeau vitaminwater,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
0786162650375,Drinking Water,1.0 L,Glaçeau Smartwater,US,Coca-Cola,CA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
0792382342730,Drinking Water,500 ml,Mbaruk Springs,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,20
0792382352296,Drinking Water,1.5 L,Karigen,KE,Tesouros,KE,https://wastebase.org/#/o/ed9a8c45-6cdf-4d2c-b14b-73f8cd28578c,,1
0792382402564,sasumwa,500ml,drinking water,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
0792382409518,Drinking Water,500 ml,Oceanic,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,44
0792382409532,Drinking Water,1.0 L,Oceanic,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,22
0792382409549,drinking water,5ltrs,Oceanic,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,3
0792382431564,Quench Canista,250 ml,Royal Quench,KE,Nemsi Enterprises,KE,https://wastebase.org/#/o/a96cdc48-1f91-4d16-a280-853365b2e382,,50
0792382452057,Purified Drinking Water,500 ml,Eden Springs,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
0792382471072,Naturally Refreshing,500 ml,Brook Fresh,IN,KUNNUMPURATHU GROUP OF BUSINESS PRIVATE LIMITED,KE,https://wastebase.org/#/o/622073c4-2822-4cdc-9a1e-b831fa805141,,74
0792382471089,Drinking Water,1.0 L,Brook Fresh,IN,KUNNUMPURATHU GROUP OF BUSINESS PRIVATE LIMITED,KE,https://wastebase.org/#/o/622073c4-2822-4cdc-9a1e-b831fa805141,,62
0792382471140,Drinking Water,20 L,Brooks,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,10
0792382482009,aqua soft,500ml,drinking water,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,10
0792382482009,aqua soft,500ml,drinking water,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,122
0792382497843,Purified Drinking Water,1.0 L,Pure Life,CH,Nestlé S.A.,KE,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,2
0792382500703,Purified drinking water,500ml,Madini,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,3
0792382500710,Taste the Purity Water,1.0 L,Madini,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,3
0792382502639,Purified Water,500 ml,Aquafina,US,"Pepsico, Inc",KE,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,16
0817939012079,Anti-Bac All Purpose Cleaner,828ml,Method,US,Method Products pbc,GB,https://wastebase.org/#/o/cb2a0f45-314c-4fd0-9d92-3b774edf019e,,2
0849819001071,Orangina Carbonated Drink,420 ml,Orangina,JP,Suntory Holdings Limited,CA,https://wastebase.org/#/o/e072cc5d-03b1-4573-bde7-abe1bfbd668c,,1
0865613770012,Drinking Water,1.0 L,Hill Water,TZ,Hill Group,TZ,https://wastebase.org/#/o/bd4f2b11-425f-4423-a549-89741c8c5318,,50
096619297542,Whole Black Peppercorns,399 g,Kirkland Signature,US,Costco Wholesale Corporation,GB,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,1
096619397013,Sparkling Spring Water,500 ml,Kirkland Signature,US,Costco Wholesale Corporation,GB,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,1
096619482016,Spring Water,500 ml,Kirkland Signature,US,Costco Wholesale Corporation,GB,https://wastebase.org/#/o/82542c71-e5b8-433b-a1ed-81e08e14b67f,,1
14021985,Kombucha ginger,330 ml,Nutricom,MW,Nutricom Food & Beverages Ltd,MW,https://wastebase.org/#/o/85f69aa3-c489-4cb2-b0f1-3c7e46c17cf9,,130
1413112418431,Flash Fresh Scent with Bleach,500 ml,Flash,US,THE PROCTER & GAMBLE COMPANY,GB,https://wastebase.org/#/o/b5390f65-0892-448b-8fe6-dc103cf4174c,,2
1863654060344,Drinking Water,1.6 L,Uhai,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,34
20011697,Fresh Milk Full Cream,2.0 L,Woolworths,ZA,Woolworths Holdings Ltd,MZ,https://wastebase.org/#/o/2f52aa15-7758-4286-ba2c-f683e92553a7,,3
20026660,Peanut Butter,400 g,Woolworths,ZA,Woolworths Holdings Ltd,ZA,https://wastebase.org/#/o/2f52aa15-7758-4286-ba2c-f683e92553a7,,1
20026875,Ayrshire Full Cream Milk,2.0 L,Woolworths,ZA,Woolworths Holdings Ltd,MZ,https://wastebase.org/#/o/2f52aa15-7758-4286-ba2c-f683e92553a7,,1
20143268,Cheddar Cheese Mild,400 g,Woolworths,ZA,Woolworths Holdings Ltd,MZ,https://wastebase.org/#/o/2f52aa15-7758-4286-ba2c-f683e92553a7,,1
2020558253855,Spar Lemonade,330ml,Spar,ZA,The Spar Group Ltd,GB,https://wastebase.org/#/o/81df74c6-4116-41c9-b96f-0b4943e6411d,,1
2089616370071,Agua Mineral,5.0 L,Água de Namaacha,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,110.000,3012
21026034,Still Natural Mineral Water,2.0 L,Asda,US,Walmart Inc.,GB,https://wastebase.org/#/o/5eb7d977-0702-465a-99b8-3d118bdffc65,,1
24001663,Agua Mineral Natural,1.5 L,Aldi,DE,ALDI Einkauf SE & Co. oHG,ES,https://wastebase.org/#/o/3642cf76-4a7b-4304-a535-e96ae4a83c79,,8
27533864,Strawberry Flavour Milk,1.0 l,Asda,US,Walmart Inc.,GB,https://wastebase.org/#/o/5eb7d977-0702-465a-99b8-3d118bdffc65,,1
29087709,The Tropical One Juice,500 ml,M&S Food,GB,Marks and Spencer plc,GB,https://wastebase.org/#/o/8e95169e-b45a-4c9c-b37f-fdde51861730,,1
3042614542320,Energy Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,RW,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,1
3057640100178,Natural Mineral Water,1.5 L,Volvic,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,2
3057640100673,Natural Mineral Water,500 ml,Volvic,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,8
3057640136993,Natural Mineral Water,1.0 L,Volvic,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,6
3057640316098,Touch of Fruit Lemon Lime Sugar Free,1.5 L,Volvic,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,1
3057640492983,Watermelon Flavoured Water,2.0 L,Volvic,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,2
3057640510533,touch of fruit,750 ml,Volvic,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,1
3057640510878,volvic juicy,1000ml,Volvic,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,1
3068320014067,Natural Mineral Water,750 ml,Evian,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,9
3068320055008,Natural Mineral Water,500 ml,Evian,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,5
3068320084602,Natural Mineral Water,1.5 L,Evian,FR,Danone S.A.,GB,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,1
3155930006015,Lager Beer,330ml,Desperados Original Tequila,NL,Heineken N.V.,TZ,https://wastebase.org/#/o/b93246c4-e1e4-4722-b477-9928a73d4984,,38
3425900000283,Engine Oil,1.0 L,Quartz,FR,TotalEnergies SE,RW,https://wastebase.org/#/o/cbfe78e1-fc22-4fef-bc10-bf55cdbbd23d,,11
3425900000504,Special 4T Motorcycle Engine Oil,1.0 L,HI-PERF,FR,TotalEnergies SE,RW,https://wastebase.org/#/o/cbfe78e1-fc22-4fef-bc10-bf55cdbbd23d,,71
3425901025940,Engine Oil,1.0 L,Quartz,FR,TotalEnergies SE,RW,https://wastebase.org/#/o/cbfe78e1-fc22-4fef-bc10-bf55cdbbd23d,,36
3502110008329,Pepsi,1.5 L,Pepsi,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
3700123300014,Aquarel,1.5 L,Aquarel,CH,Nestlé S.A.,ES,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,1
3700123300014,Aquarel,1.5 L,Aquarel,CH,Nestlé S.A.,GB,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,1
4005808212521,Sun Kids 50+,200ml,NIVEA,DE,Beiersdorf AG,GB,https://wastebase.org/#/o/c03f3db6-9425-4fae-a809-20ae281ff84f,,2
4005808236879,Body Lotion 48h,400 ml,NIVEA,DE,Beiersdorf AG,MZ,https://wastebase.org/#/o/c03f3db6-9425-4fae-a809-20ae281ff84f,,2
4005808247431,Body Lotion 48h,400 ml,NIVEA,DE,Beiersdorf AG,MZ,https://wastebase.org/#/o/c03f3db6-9425-4fae-a809-20ae281ff84f,,4
4005808780570,Body Cream,400 ml,NIVEA,DE,Beiersdorf AG,MZ,https://wastebase.org/#/o/c03f3db6-9425-4fae-a809-20ae281ff84f,,1
4005900006622,Body Lotion for Men,400 ml,NIVEA,DE,Beiersdorf AG,RW,https://wastebase.org/#/o/c03f3db6-9425-4fae-a809-20ae281ff84f,,1
40112756,Blackcurrant,500 ml,Fanta,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,7
4040000010544,Purified Drinking Water,1.0 L,Cool Rivers,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,4
4040000010650,cool rivers,500ml,drinking water,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,6
4040000010667,Purified Drinking Water,500 ml,Cool Rivers,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,5
4040000010971,Purified Drinking Water,1.5 L,Cool Rivers,UK,UNKNOWN_ORG,KE,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
4056489479499,Apple & Mango Juice,1.0 L,Naturis,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
4060800001740,Pepsi,1.5 L,Pepsi,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
4060800134943,Pepsi Max,600 ml,Pepsi,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
